evidence_file,row_number,status,source_files,field,transcribed_value,archived_value,field_status,method,note
oem_leaf_contrasts_20260805.csv,9,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.012353,-0.012353005218227714,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,9,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.007558,-0.0075576477893664834,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,10,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.001396,-0.0013956553853210485,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,10,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.003549,-0.003549234779471361,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,10,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.001048,0.0010478831475073042,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,11,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.005538,-0.005538204712839612,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,11,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.010122,-0.010121733472025241,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,11,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.000468,-0.0004682237619927058,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,12,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,0.0,-5.352351530267294e-08,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,12,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,0.0,-1.7244651637268854e-07,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,12,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.0,0.0,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,13,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.006378,-0.00637797266700002,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,13,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.015894,-0.015893617177184426,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,13,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.002125,0.002125047006874822,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,14,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,0.007537,0.007537039964264858,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,14,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,0.002466,0.0024662316984453885,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,14,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.012555,0.012555312187698665,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,15,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.032898,-0.03289767434712998,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,15,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.044686,-0.044686178776616466,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,15,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.020216,-0.020215560660969172,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,16,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.009665,-0.009664962258404186,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,16,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.038292,-0.038291507205803224,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,16,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.015254,0.015254198385028834,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,17,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.146782,-0.14678241819432275,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,17,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.183231,-0.18323133492407792,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,17,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.111716,-0.11171602184938911,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,18,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.149864,-0.14986391196998888,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,18,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.182417,-0.1824168240573391,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,18,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.118498,-0.11849827945183279,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,19,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,0.311761,0.31176119962271587,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,19,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,0.282103,0.28210301203261606,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,19,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.339855,0.33985473875344174,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,20,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.194076,-0.194076191942405,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,20,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.237927,-0.23792702499909166,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,20,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.148511,-0.14851125584147537,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,21,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,-0.058337,-0.058336601344575814,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,21,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.117595,-0.11759531482890019,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,21,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,-0.0055,-0.005500072070451033,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,22,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,estimate,0.000408,0.0004083263218386257,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,22,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_lower,-0.044234,-0.04423431715793865,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_leaf_contrasts_20260805.csv,22,verified,outputs/flair_b0_half_oem_no_paris_bootstrap_summary.json,ci_upper,0.047413,0.0474131408259397,match,Direct per-leaf fields from the archived paired-bootstrap summary.,
oem_seed_metrics_20260805.csv,2,verified,outputs/flair_b1_b0_oem_no_paris_seed19/metrics.json,mean_iou,0.382958,0.3829581828795648,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,2,verified,outputs/flair_b1_b0_oem_no_paris_seed19/metrics.json,rangeland_iou,1.60571e-07,1.6057054590801882e-07,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,3,verified,outputs/flair_b1_b1_oem_no_paris_seed19/metrics.json,mean_iou,0.339969,0.33996929302489215,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,3,verified,outputs/flair_b1_b1_oem_no_paris_seed19/metrics.json,rangeland_iou,0.312425754195,0.3124257541945148,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,4,verified,outputs/flair_b1_b0_oem_no_paris_seed37/metrics.json,mean_iou,0.38022,0.38022049456317475,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,4,verified,outputs/flair_b1_b0_oem_no_paris_seed37/metrics.json,rangeland_iou,0.0,0.0,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,5,verified,outputs/flair_b1_b1_oem_no_paris_seed37/metrics.json,mean_iou,0.329173,0.3291730573785113,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,5,verified,outputs/flair_b1_b1_oem_no_paris_seed37/metrics.json,rangeland_iou,0.31874452393,0.3187445239297962,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,6,verified,outputs/flair_b1_b0_oem_no_paris_seed73/metrics.json,mean_iou,0.373597,0.3735971838648931,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,6,verified,outputs/flair_b1_b0_oem_no_paris_seed73/metrics.json,rangeland_iou,0.0,0.0,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,7,verified,outputs/flair_b1_b1_oem_no_paris_seed73/metrics.json,mean_iou,0.341146,0.34114575424422916,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,7,verified,outputs/flair_b1_b1_oem_no_paris_seed73/metrics.json,rangeland_iou,0.304113320744,0.3041133207438367,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,8,verified,outputs/flair_b1_b0_half_oem_no_paris_seed19/metrics.json,mean_iou,0.365225,0.3652253674222064,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,8,verified,outputs/flair_b1_b0_half_oem_no_paris_seed19/metrics.json,rangeland_iou,0.0,0.0,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,9,verified,outputs/flair_b1_b0_half_oem_no_paris_seed37/metrics.json,mean_iou,0.38247,0.38246971335921087,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,9,verified,outputs/flair_b1_b0_half_oem_no_paris_seed37/metrics.json,rangeland_iou,0.0,0.0,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,10,verified,outputs/flair_b1_b0_half_oem_no_paris_seed73/metrics.json,mean_iou,0.368259,0.368259263765562,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
oem_seed_metrics_20260805.csv,10,verified,outputs/flair_b1_b0_half_oem_no_paris_seed73/metrics.json,rangeland_iou,0.0,0.0,match,Original replay log transcription checked against the archived per-seed metrics JSON.,
semantic_drone_summary_20260805.csv,2,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,grass_iou,0.022435,0.022435040898109618,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,3,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,grass_iou,0.0,0.0,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,3,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,contrast_estimate,-0.022435,-0.022435040898109618,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,3,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,ci_lower,-0.025257,-0.025257438674600962,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,3,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,ci_upper,-0.019845,-0.019844966937711917,match,Direct fields from the archived Semantic Drone bootstrap summary.,
